customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract,internet_service,churned,last_call_outcome
C01124,47,25,72.86,1813.05,1,one-year,fiber,1,cancelled
C01125,67,13,86.31,1183.0,2,month-to-month,dsl,1,cancelled
C01126,52,15,75.37,1112.59,1,month-to-month,fiber,0,no_contact
C01127,29,23,41.39,1001.2,3,,dsl,1,cancelled
C01128,33,11,53.87,610.35,4,one-year,fiber,0,resolved
C01129,48,14,77.58,1011.73,1,month-to-month,fiber,1,cancelled
C01130,22,31,100.2,3178.33,1,month-to-month,fiber,1,cancelled
C01131,45,9,75.92,794.56,0,two-year,fiber,0,resolved
C01132,52,7,67.14,480.63,0,month-to-month,fiber,1,escalated
C01133,22,18,60.22,1110.4,1,month-to-month,fiber,0,no_contact
C01134,34,24,97.32,2331.54,1,two-year,none,0,no_contact
C01135,53,9,95.64,817.08,0,month-to-month,fiber,1,cancelled
C01136,41,27,30.75,878.45,1,two-year,none,0,resolved
C01137,54,32,43.61,1427.15,1,month-to-month,dsl,0,resolved
C01138,44,51,104.99,5384.39,2,month-to-month,none,1,cancelled
C01139,18,10,59.03,614.66,2,one-year,fiber,1,escalated
C01140,40,16,64.42,1049.49,1,one-year,fiber,0,resolved
C01141,51,47,72.95,3383.25,1,month-to-month,fiber,0,no_contact
C01142,68,20,141.22,2839.19,0,month-to-month,fiber,1,cancelled
C01143,18,11,72.43,816.28,3,month-to-month,fiber,0,no_contact
C01144,25,48,18.02,912.15,0,month-to-month,fiber,0,escalated
C01145,26,7,73.84,544.16,3,month-to-month,satellite,1,escalated
C01146,21,3,55.85,164.78,0,month-to-month,fiber,0,resolved
C01147,59,20,34.32,655.54,0,month-to-month,dsl,1,escalated
C01148,45,21,68.16,1422.19,1,month-to-month,fiber,0,resolved
C01149,37,9,50.43,441.01,2,month-to-month,dsl,1,cancelled
C01150,77,57,89.66,5079.4,0,month-to-month,none,0,resolved
C01151,29,24,92.2,2190.33,2,one-year,dsl,1,cancelled
C01152,56,19,62.23,1201.66,1,month-to-month,dsl,0,resolved
C01153,45,13,114.37,1405.76,0,month-to-month,fiber,0,no_contact
C01154,55,8,116.15,926.84,3,two-year,dsl,0,resolved
C01155,57,32,75.98,2461.68,0,one-year,none,0,resolved
C01156,38,19,98.07,1899.82,1,two-year,satellite,0,resolved
C01157,53,17,,2242.77,0,month-to-month,dsl,1,unresolved
C01158,37,17,68.85,1215.37,0,one-year,fiber,0,no_contact
C01159,22,56,53.9,3027.6,0,month-to-month,none,0,resolved
C01160,18,23,18.57,479.37,1,month-to-month,dsl,0,resolved
C01161,62,34,,2855.17,1,month-to-month,dsl,1,escalated
C01162,48,4,125.91,502.65,1,two-year,fiber,1,cancelled
C01163,41,34,68.24,2301.35,1,month-to-month,dsl,0,resolved
C01164,18,15,38.25,506.37,1,month-to-month,fiber,0,resolved
C01165,21,22,18.0,365.31,0,two-year,none,0,resolved
C01166,31,26,52.67,1411.06,0,month-to-month,fiber,0,no_contact
C01167,48,48,71.57,3413.55,0,month-to-month,fiber,0,no_contact
C01168,25,12,91.5,1080.56,0,two-year,none,1,cancelled
C01169,44,19,114.02,2102.64,3,two-year,fiber,1,cancelled
C01170,39,23,48.62,1105.53,0,month-to-month,fiber,0,resolved
C01171,22,44,101.23,4488.95,1,one-year,fiber,0,resolved
C01172,65,41,56.86,2283.75,0,one-year,none,0,resolved
C01173,64,5,118.09,521.08,2,month-to-month,fiber,1,cancelled
C01174,38,21,65.0,1412.29,2,month-to-month,dsl,1,escalated
C01175,34,19,100.45,1965.49,2,one-year,fiber,0,resolved
C01176,48,17,84.53,,3,month-to-month,fiber,1,cancelled
C01177,61,15,67.22,1037.94,2,,satellite,0,no_contact
C01178,60,72,58.56,4183.24,2,one-year,dsl,0,resolved
C01179,41,50,80.43,4015.18,1,month-to-month,fiber,0,escalated
C01180,51,1,33.66,-4.32,0,month-to-month,fiber,0,no_contact
C01181,42,13,107.82,1380.22,2,one-year,dsl,1,cancelled
C01182,62,15,,383.31,1,one-year,dsl,0,resolved
C01183,38,11,106.77,1154.28,0,one-year,fiber,1,cancelled
C01184,75,37,84.91,3089.54,1,month-to-month,fiber,0,resolved
C01185,40,38,84.69,3321.92,1,month-to-month,fiber,0,no_contact
C01186,32,51,54.4,2784.39,3,month-to-month,fiber,0,resolved
C01187,35,20,57.1,1159.09,0,month-to-month,fiber,1,escalated
C01188,46,33,57.35,1978.01,0,month-to-month,fiber,0,no_contact
C01189,47,2,,173.83,1,two-year,none,0,no_contact
C01190,42,7,18.0,243.07,1,month-to-month,dsl,0,no_contact
C01191,38,72,102.96,7467.76,1,one-year,dsl,0,resolved
C01192,46,5,74.44,333.6,1,month-to-month,fiber,1,escalated
C01193,43,11,44.3,513.18,0,one-year,dsl,1,cancelled
C01194,46,5,100.17,459.43,3,month-to-month,none,1,cancelled
C01195,38,52,76.07,4034.72,1,month-to-month,none,0,resolved
C01196,54,32,98.59,3195.99,0,one-year,fiber,0,no_contact
C01197,62,11,101.59,1115.03,0,two-year,none,1,cancelled
C01198,75,12,100.08,1285.86,1,month-to-month,dsl,1,escalated
C01199,29,13,59.18,731.79,2,month-to-month,none,1,cancelled
C01200,57,3,84.46,308.11,2,month-to-month,fiber,1,cancelled
C01201,18,45,111.76,5077.06,1,month-to-month,fiber,1,escalated
C01202,43,11,88.12,,0,two-year,fiber,0,resolved
C01203,36,30,59.62,1719.39,2,two-year,fiber,1,cancelled
C01204,18,31,70.64,2095.04,0,two-year,fiber,0,no_contact
C01205,33,10,67.88,672.04,0,month-to-month,none,1,cancelled
C01206,31,12,,1044.29,1,one-year,dsl,0,no_contact
C01207,42,17,67.08,1129.61,0,month-to-month,fiber,0,resolved
C01208,58,33,76.96,2574.89,1,month-to-month,none,0,no_contact
C01209,77,68,72.31,4861.0,0,month-to-month,dsl,0,resolved
C01210,36,26,103.23,2714.14,0,two-year,fiber,0,no_contact
C01211,61,25,99.14,2389.98,1,month-to-month,none,1,escalated
C01212,42,4,20.3,51.47,0,month-to-month,dsl,1,cancelled
C01213,36,28,76.47,2090.68,2,one-year,fiber,1,cancelled
C01214,53,32,98.44,3087.16,0,one-year,fiber,1,cancelled
C01215,43,17,90.75,1575.46,1,month-to-month,dsl,0,no_contact
C01216,47,30,44.88,1300.95,2,month-to-month,dsl,0,no_contact
C01217,60,6,56.4,471.75,1,two-year,dsl,1,cancelled
C01218,52,29,,2202.53,2,month-to-month,dsl,1,cancelled
C01219,58,12,102.86,1213.82,0,month-to-month,fiber,1,cancelled
C01220,38,17,141.45,2451.11,1,month-to-month,fiber,1,escalated
C01221,52,27,39.91,981.03,1,month-to-month,dsl,0,escalated
C01222,34,3,78.44,277.25,4,month-to-month,none,1,escalated
C01223,49,8,67.71,,2,one-year,none,0,no_contact
C01224,54,23,59.6,1369.45,1,two-year,fiber,0,resolved
C01225,62,13,62.2,765.67,0,two-year,dsl,1,cancelled
C01226,50,16,66.86,,2,month-to-month,fiber,1,cancelled
C01227,71,13,49.88,619.6,0,one-year,fiber,0,resolved
C01228,44,36,69.58,2524.42,4,month-to-month,dsl,0,resolved
C01229,32,16,59.58,957.26,1,one-year,dsl,0,resolved
C01230,44,21,37.87,802.26,0,month-to-month,dsl,0,resolved
C01231,53,44,100.93,4391.56,0,two-year,none,0,no_contact
C01232,34,27,86.01,2341.78,1,month-to-month,fiber,1,unresolved
C01233,47,17,77.02,1335.84,2,month-to-month,dsl,0,no_contact
C01234,42,29,52.82,1585.94,1,two-year,none,0,no_contact
C01235,46,17,97.3,1649.83,1,month-to-month,dsl,1,cancelled
C01236,40,13,98.53,1306.75,2,month-to-month,none,1,cancelled
C01237,24,9,65.36,555.99,1,month-to-month,dsl,1,unresolved
C01238,43,26,57.76,1534.74,0,month-to-month,dsl,1,cancelled
C01239,28,13,67.86,845.1,0,two-year,fiber,0,no_contact
C01240,46,14,106.19,1431.02,3,month-to-month,dsl,1,cancelled
C01241,44,7,136.83,908.77,3,month-to-month,dsl,1,cancelled
C01242,51,18,100.24,1866.67,0,month-to-month,fiber,1,cancelled
C01243,18,29,22.22,672.86,0,month-to-month,fiber,1,cancelled
C01244,37,9,60.12,600.8,3,two-year,fiber,0,resolved
C01245,41,32,104.29,3365.23,2,month-to-month,fiber,1,cancelled
C01246,51,37,55.46,2054.08,1,month-to-month,dsl,0,no_contact
C01247,51,4,54.27,191.36,0,month-to-month,fiber,1,escalated
C01248,57,30,79.0,2377.29,1,month-to-month,none,1,cancelled
C01249,62,43,57.91,2567.45,1,one-year,fiber,0,resolved
C01250,20,48,49.65,2339.3,0,month-to-month,fiber,0,resolved
C01251,55,18,71.48,,0,one-year,dsl,1,cancelled
C01252,57,2,62.15,76.22,0,month-to-month,dsl,1,cancelled
C01253,28,46,113.1,5220.14,0,two-year,fiber,0,no_contact
C01254,62,23,81.12,1917.28,1,one-year,none,0,escalated
C01255,53,12,58.53,613.07,2,one-year,fiber,1,cancelled
C01256,44,22,103.61,2220.33,2,month-to-month,fiber,1,cancelled
C01257,56,19,46.14,844.54,3,,fiber,0,no_contact
C01258,50,57,85.96,4866.74,1,month-to-month,dsl,0,no_contact
C01259,31,11,68.94,,0,month-to-month,fiber,1,cancelled
C01260,52,33,71.44,2372.58,2,month-to-month,dsl,1,cancelled
C01261,67,10,76.84,662.55,2,month-to-month,fiber,1,cancelled
C01262,45,17,87.7,1497.53,0,month-to-month,dsl,0,no_contact
C01263,64,29,80.59,2286.71,0,month-to-month,dsl,0,resolved
C01264,54,72,66.56,4736.92,1,month-to-month,fiber,0,escalated
C01265,44,5,58.79,307.88,2,one-year,dsl,0,no_contact
C01266,48,31,43.21,1275.83,1,month-to-month,fiber,0,resolved
C01267,54,72,101.44,7331.67,1,month-to-month,fiber,0,no_contact
C01268,50,7,21.22,164.94,1,one-year,fiber,0,resolved
C01269,55,32,87.89,2844.18,1,month-to-month,dsl,0,no_contact
C01270,49,36,47.23,1737.19,0,month-to-month,fiber,0,no_contact
C01271,52,11,109.51,1156.67,0,month-to-month,none,0,no_contact
C01272,32,23,74.59,1623.72,0,month-to-month,fiber,1,escalated
C01273,28,8,104.01,809.66,1,month-to-month,fiber,1,cancelled
C01274,31,11,86.23,979.07,1,one-year,fiber,0,no_contact
C01275,18,29,90.57,2601.65,1,month-to-month,fiber,0,resolved
C01276,86,14,78.32,1055.36,1,month-to-month,none,1,escalated
C01277,42,24,79.58,1990.17,1,month-to-month,fiber,1,cancelled
C01278,75,22,27.33,618.99,1,month-to-month,none,0,resolved
C01279,31,14,55.61,775.23,1,two-year,fiber,0,no_contact
C01280,57,14,73.5,1025.87,0,month-to-month,fiber,1,unresolved
C01281,18,12,18.0,264.21,0,one-year,fiber,0,no_contact
C01282,60,26,57.21,1469.54,2,two-year,fiber,0,no_contact
C01283,50,6,99.4,551.63,0,one-year,fiber,0,resolved
C01284,61,17,66.62,1107.74,1,month-to-month,dsl,1,escalated
C01285,61,57,107.94,6079.72,2,two-year,dsl,0,resolved
C01286,47,63,98.53,6244.84,1,month-to-month,fiber,0,no_contact
C01287,51,14,45.17,629.48,0,two-year,fiber,0,resolved
C01288,40,34,,1195.74,1,one-year,dsl,0,no_contact
C01289,38,25,89.02,2279.31,1,month-to-month,fiber,0,resolved
C01290,34,28,66.58,1913.26,1,month-to-month,fiber,0,no_contact
C01291,28,25,49.07,1298.23,0,month-to-month,fiber,0,resolved
C01292,59,59,75.65,4484.79,0,month-to-month,fiber,0,resolved
C01293,49,9,46.72,448.94,0,month-to-month,none,1,cancelled
C01294,57,28,76.72,2160.36,1,one-year,dsl,1,unresolved
C01295,41,52,80.45,4203.41,0,month-to-month,fiber,0,no_contact
C01296,56,23,31.7,689.53,1,month-to-month,fiber,0,resolved
C01297,32,5,104.15,482.02,1,month-to-month,fiber,0,resolved
C01298,49,23,70.94,1589.02,0,month-to-month,fiber,0,resolved
C01299,56,27,73.93,1951.39,2,month-to-month,dsl,0,resolved
C01300,51,13,70.21,995.81,0,month-to-month,fiber,1,cancelled
C01301,36,6,56.39,399.07,0,two-year,dsl,0,resolved
C01302,38,22,73.39,1579.24,0,month-to-month,fiber,0,resolved
C01303,82,20,106.59,2125.77,1,one-year,fiber,1,escalated
C01304,65,38,70.54,2659.58,2,month-to-month,dsl,1,cancelled
C01305,47,8,64.71,,1,month-to-month,fiber,1,cancelled
C01306,35,11,59.41,628.16,1,month-to-month,fiber,0,resolved
C01307,66,8,50.83,388.39,0,month-to-month,fiber,0,resolved
C01308,28,8,99.0,801.11,0,month-to-month,fiber,1,cancelled
C01309,56,16,115.42,1899.18,1,two-year,fiber,1,cancelled
C01310,-1,2,33.51,54.07,1,month-to-month,dsl,1,cancelled
C01311,33,19,94.68,1851.2,1,month-to-month,fiber,1,cancelled
C01312,41,17,63.61,1037.89,0,one-year,none,0,resolved
C01313,49,33,40.33,1381.89,1,month-to-month,fiber,1,cancelled
C01314,31,20,50.69,1007.94,2,two-year,none,1,cancelled
C01315,51,38,84.08,3121.81,4,month-to-month,fiber,1,cancelled
C01316,37,14,59.34,859.06,1,one-year,fiber,1,cancelled
C01317,43,28,91.42,2529.03,1,month-to-month,none,0,no_contact
C01318,75,4,51.6,275.07,0,one-year,fiber,1,escalated
C01319,42,17,89.4,1480.62,2,two-year,none,0,escalated
C01320,51,4,72.88,256.34,1,two-year,none,1,unresolved
C01321,27,14,70.38,1008.16,0,one-year,dsl,1,escalated
C01322,18,20,87.04,1706.76,0,month-to-month,dsl,0,resolved
C01323,55,46,112.28,5179.08,0,two-year,dsl,1,cancelled
C01324,74,43,79.95,3486.51,1,one-year,fiber,0,resolved
C01325,43,49,87.96,4285.55,0,two-year,fiber,0,resolved
C01326,44,9,52.02,489.27,2,one-year,dsl,0,no_contact
C01327,50,24,56.79,1350.88,1,two-year,fiber,1,cancelled
C01328,18,24,52.73,1261.08,1,month-to-month,fiber,0,no_contact
C01329,29,28,120.74,3345.33,1,two-year,fiber,0,no_contact
C01330,48,13,67.92,942.56,0,two-year,fiber,0,no_contact
C01331,50,4,92.58,391.64,0,one-year,fiber,1,escalated
C01332,32,23,62.44,1427.71,5,two-year,dsl,1,escalated
C01333,61,37,68.02,2520.16,0,month-to-month,dsl,0,resolved
C01334,42,7,89.25,671.6,0,month-to-month,fiber,0,no_contact
C01335,55,17,33.89,534.67,0,month-to-month,fiber,0,resolved
C01336,19,6,69.47,413.14,0,month-to-month,dsl,1,unresolved
C01337,41,21,87.03,1764.81,2,month-to-month,none,1,cancelled
C01338,26,17,67.29,1167.16,0,one-year,fiber,0,no_contact
C01339,47,26,100.44,2654.18,1,one-year,dsl,0,no_contact
C01340,26,40,90.69,3562.13,0,two-year,fiber,0,resolved
C01341,51,13,55.6,,1,month-to-month,none,1,escalated
C01342,60,63,103.21,6517.13,1,month-to-month,dsl,0,escalated
C01343,58,20,26.78,476.28,0,month-to-month,dsl,0,resolved
C01344,56,53,57.91,3139.08,1,one-year,fiber,0,no_contact
C01345,31,9,114.95,1023.33,0,one-year,fiber,0,resolved
C01346,56,31,53.27,1631.61,1,month-to-month,dsl,1,escalated
C01347,51,25,32.48,874.56,2,one-year,dsl,1,escalated
C01348,47,22,80.82,1758.71,0,two-year,fiber,0,resolved
C01349,29,47,74.48,3535.39,0,month-to-month,fiber,1,cancelled
C01350,66,6,75.58,480.8,0,month-to-month,dsl,0,resolved
C01351,74,37,112.16,4130.14,1,one-year,fiber,1,cancelled
C01352,29,6,77.11,,2,one-year,satellite,1,cancelled
C01353,44,9,101.52,851.68,1,one-year,dsl,1,cancelled
C01354,23,23,,548.14,0,one-year,none,0,resolved
C01355,51,26,18.0,384.03,1,month-to-month,satellite,0,escalated
C01356,36,8,66.57,562.98,0,month-to-month,dsl,0,no_contact
C01357,55,35,82.34,2859.5,0,two-year,fiber,0,no_contact
C01358,53,10,62.27,662.27,1,,fiber,0,no_contact
C01359,18,17,56.88,997.41,1,two-year,dsl,1,cancelled
C01360,31,18,74.11,1314.04,0,month-to-month,fiber,0,no_contact
C01361,51,18,86.73,1568.05,1,month-to-month,fiber,1,cancelled
C01362,36,4,90.14,375.57,3,month-to-month,fiber,1,cancelled
C01363,40,27,93.79,2550.29,0,month-to-month,dsl,1,cancelled
C01364,48,43,114.07,4866.89,0,two-year,fiber,0,no_contact
C01365,56,18,95.02,1690.68,0,two-year,fiber,1,unresolved
C01366,58,4,90.36,412.01,2,month-to-month,fiber,1,cancelled
C01367,40,30,120.5,3593.15,2,one-year,dsl,1,unresolved
C01368,53,15,18.0,263.08,2,,none,1,cancelled
C01369,45,16,18.0,318.81,2,month-to-month,satellite,1,escalated
C01370,59,45,,2479.94,1,month-to-month,fiber,0,resolved
C01371,46,72,98.92,7063.47,0,month-to-month,dsl,0,no_contact
C01372,45,33,103.23,3378.85,2,one-year,fiber,1,cancelled
C01373,-1,40,89.94,,2,one-year,fiber,0,resolved
C01374,67,9,20.4,187.24,0,month-to-month,fiber,1,cancelled
C01375,41,34,38.9,1301.27,2,month-to-month,dsl,0,no_contact
C01376,49,21,60.33,1317.77,4,month-to-month,dsl,1,cancelled
C01377,43,44,61.7,2761.55,1,two-year,fiber,0,resolved
C01378,51,24,24.19,,2,one-year,dsl,0,resolved
C01379,39,32,94.03,2934.24,2,two-year,dsl,0,no_contact
C01380,48,30,73.01,2218.01,0,two-year,dsl,0,resolved
C01381,46,17,65.02,1079.96,1,one-year,dsl,1,cancelled
C01382,38,26,69.64,1864.24,2,one-year,fiber,0,resolved
C01383,64,24,60.53,1426.3,0,one-year,fiber,0,no_contact
C01384,49,12,55.27,688.33,0,month-to-month,dsl,1,cancelled
C01385,41,17,87.51,1514.96,3,month-to-month,fiber,1,escalated
C01386,35,18,,1400.58,0,month-to-month,fiber,1,cancelled
C01387,18,21,91.76,1839.76,0,two-year,fiber,1,cancelled
C01388,43,17,40.23,624.13,0,two-year,none,0,resolved
C01389,52,15,53.51,831.69,2,one-year,fiber,1,cancelled
C01390,52,23,75.52,1752.02,1,one-year,none,0,resolved
C01391,59,57,77.97,4412.02,3,month-to-month,fiber,0,no_contact
C01392,34,12,98.04,1173.9,0,month-to-month,fiber,1,escalated
C01393,50,26,,2710.28,2,month-to-month,none,1,cancelled
C01394,23,26,134.38,3491.21,1,one-year,none,1,escalated
C01395,46,44,47.1,2102.7,2,month-to-month,fiber,0,resolved
C01396,77,19,60.47,1163.66,0,month-to-month,fiber,1,cancelled
C01397,55,36,106.31,3820.03,0,one-year,fiber,1,escalated
C01398,43,29,63.76,1799.76,1,one-year,fiber,1,unresolved
C01399,67,34,18.0,508.03,3,month-to-month,satellite,0,resolved
C01400,32,48,18.0,939.69,0,month-to-month,fiber,0,no_contact
C01401,54,24,93.28,2260.81,0,month-to-month,dsl,1,cancelled
C01402,48,25,59.69,1551.04,1,month-to-month,fiber,0,resolved
C01403,61,39,108.87,4247.35,1,month-to-month,none,1,cancelled
C01404,38,9,39.41,395.88,2,month-to-month,fiber,1,unresolved
C01405,25,41,82.25,3378.32,2,month-to-month,fiber,0,resolved
C01406,55,9,74.26,662.38,1,one-year,fiber,0,resolved
C01407,27,46,37.92,1692.44,0,month-to-month,dsl,0,no_contact
C01408,29,15,50.54,749.22,3,month-to-month,fiber,1,cancelled
C01409,47,20,94.56,1890.23,1,one-year,fiber,1,cancelled
C01410,19,2,30.82,33.15,0,one-year,fiber,0,escalated
C01411,62,61,44.23,2758.71,1,month-to-month,fiber,0,no_contact
C01412,39,5,119.21,505.42,1,one-year,fiber,1,cancelled
C01413,44,12,87.17,1068.87,0,month-to-month,dsl,0,no_contact
C01414,44,4,43.63,,2,,fiber,1,cancelled
C01415,51,25,54.81,1373.95,0,two-year,fiber,1,cancelled
C01416,68,18,75.4,1298.73,2,two-year,dsl,1,escalated
C01417,54,18,90.53,,2,two-year,fiber,0,resolved
C01418,60,11,80.44,849.74,1,two-year,dsl,0,escalated
C01419,54,67,102.74,6935.41,1,one-year,none,0,resolved
C01420,33,9,39.02,334.85,0,one-year,dsl,1,unresolved
C01421,18,63,84.02,5300.41,2,month-to-month,none,1,cancelled
C01422,36,27,97.93,2561.26,0,month-to-month,fiber,0,no_contact
C01423,43,18,30.91,518.01,0,month-to-month,fiber,1,unresolved
C01424,42,50,51.67,2649.38,2,one-year,none,0,no_contact
C01425,51,31,134.96,4213.92,1,one-year,dsl,1,cancelled
C01426,44,11,106.23,1114.04,0,month-to-month,fiber,1,unresolved
C01427,24,40,83.83,3352.31,1,month-to-month,satellite,1,cancelled
C01428,18,20,,1284.67,2,month-to-month,fiber,1,unresolved
C01429,36,22,70.4,1607.35,0,two-year,dsl,0,no_contact
C01430,81,17,107.68,1781.65,3,month-to-month,fiber,0,no_contact
C01431,60,34,41.28,1375.72,1,one-year,dsl,0,resolved
C01432,29,52,47.9,,0,month-to-month,fiber,0,resolved
C01433,53,14,75.04,1062.35,1,month-to-month,fiber,1,cancelled
C01434,63,11,60.96,611.01,2,month-to-month,dsl,0,no_contact
C01435,44,13,77.18,998.57,2,one-year,fiber,0,resolved
C01436,68,17,35.2,599.45,1,month-to-month,fiber,1,cancelled
C01437,42,15,68.98,1035.23,4,month-to-month,fiber,1,cancelled
C01438,48,2,73.93,150.82,0,one-year,none,0,no_contact
C01439,47,19,80.92,1497.94,0,month-to-month,none,0,no_contact
C01440,56,4,42.58,167.13,3,month-to-month,dsl,0,escalated
C01441,35,38,70.27,2718.07,2,two-year,none,0,resolved
C01442,34,17,40.32,738.58,1,month-to-month,dsl,0,no_contact
C01443,47,58,48.8,2811.29,0,month-to-month,fiber,0,resolved
C01444,50,10,92.93,950.56,1,month-to-month,none,1,cancelled
C01445,45,25,77.05,1899.56,1,month-to-month,fiber,1,escalated
C01446,47,47,95.96,4460.6,1,month-to-month,none,0,resolved
C01447,29,11,50.3,603.87,2,month-to-month,dsl,1,cancelled
C01448,45,28,75.48,2124.13,2,month-to-month,fiber,1,cancelled
C01449,59,7,51.81,418.34,0,month-to-month,fiber,1,cancelled
C01450,53,8,60.06,445.0,0,month-to-month,fiber,0,resolved
C01451,53,2,80.03,232.49,0,one-year,fiber,0,no_contact
C01452,41,16,109.23,1729.34,1,month-to-month,dsl,0,no_contact
C01453,53,23,78.89,1767.97,0,month-to-month,dsl,0,no_contact
C01454,53,39,65.85,2528.61,1,month-to-month,dsl,0,resolved
C01455,44,50,,3034.83,1,one-year,fiber,0,no_contact
C01456,43,4,77.28,371.07,1,month-to-month,fiber,1,cancelled
C01457,41,45,,3014.9,1,two-year,dsl,0,resolved
C01458,41,19,27.24,511.27,0,month-to-month,dsl,0,resolved
C01459,49,22,63.28,1409.42,2,month-to-month,none,1,cancelled
C01460,50,41,105.83,4348.96,0,one-year,fiber,0,resolved
C01461,65,13,63.16,913.88,1,one-year,dsl,1,cancelled
C01462,31,20,125.59,2462.77,1,two-year,fiber,1,escalated
C01463,31,20,49.3,967.92,0,two-year,dsl,0,no_contact
C01464,29,15,50.65,682.55,2,one-year,fiber,0,no_contact
C01465,18,21,73.86,1432.46,1,one-year,fiber,1,cancelled
C01466,39,39,70.75,2766.29,2,month-to-month,fiber,0,no_contact
C01467,73,17,74.13,1177.55,0,one-year,fiber,1,cancelled
C01468,18,12,62.74,716.88,1,month-to-month,fiber,0,resolved
C01469,49,21,,1339.7,2,month-to-month,fiber,1,cancelled
C01470,54,29,91.03,2590.97,0,one-year,fiber,0,resolved
C01471,28,10,74.54,744.52,5,two-year,fiber,1,escalated
C01472,58,10,63.73,653.16,0,one-year,fiber,1,cancelled
C01473,57,45,46.7,2172.86,1,two-year,dsl,0,no_contact
C01474,55,14,73.2,979.15,1,month-to-month,fiber,1,unresolved
C01475,75,30,89.18,2614.5,1,month-to-month,dsl,0,resolved
C01476,54,29,95.92,2828.24,1,one-year,fiber,1,cancelled
C01477,49,72,35.18,2583.65,1,one-year,dsl,0,resolved
C01478,45,5,74.1,348.99,0,two-year,dsl,0,resolved
C01479,68,21,91.94,1956.42,1,two-year,fiber,0,resolved
C01480,50,10,21.53,219.1,0,two-year,none,0,resolved
C01481,86,13,57.91,775.92,1,one-year,fiber,0,resolved
C01482,28,3,96.69,272.73,1,month-to-month,fiber,1,cancelled
C01483,70,34,112.4,3840.92,1,two-year,fiber,1,escalated
C01484,48,39,75.03,2872.75,1,month-to-month,dsl,0,resolved
C01485,42,46,110.6,5013.4,0,month-to-month,fiber,0,no_contact
C01486,38,8,59.55,511.44,0,one-year,dsl,1,escalated
C01487,22,24,48.13,1160.8,1,two-year,none,0,resolved
C01488,53,70,82.12,5668.54,2,two-year,fiber,0,resolved
C01489,36,48,70.51,3434.36,1,month-to-month,fiber,0,resolved
C01490,41,13,82.74,1105.4,0,month-to-month,fiber,0,no_contact
C01491,18,30,63.8,1914.66,0,month-to-month,fiber,0,no_contact
C01492,43,9,101.72,955.48,1,one-year,dsl,1,cancelled
C01493,80,40,71.92,2809.95,0,one-year,fiber,0,resolved
C01494,55,72,88.84,6459.46,1,month-to-month,fiber,0,no_contact
C01495,64,17,78.05,1228.66,1,one-year,dsl,0,escalated
C01496,39,26,35.3,925.67,2,month-to-month,none,1,escalated
C01497,37,9,65.82,665.73,2,one-year,dsl,1,cancelled
C01498,24,30,92.14,2775.8,0,month-to-month,dsl,0,no_contact
C01499,41,13,76.83,1011.35,0,two-year,dsl,0,resolved
C01500,24,11,85.44,922.72,1,one-year,fiber,1,unresolved
C01501,51,9,81.16,669.65,1,month-to-month,fiber,0,resolved
C01502,54,34,29.64,1014.11,0,one-year,dsl,0,escalated
C01503,58,27,89.02,,1,month-to-month,fiber,1,unresolved
C01504,32,7,74.89,567.39,3,one-year,fiber,0,resolved
C01505,70,28,32.95,990.25,0,month-to-month,dsl,1,cancelled
C01506,40,31,81.51,2497.02,0,one-year,dsl,1,cancelled
C01507,40,11,29.75,289.3,2,one-year,fiber,1,escalated
C01508,45,13,73.14,945.45,0,one-year,fiber,0,resolved
C01509,38,23,83.89,2004.26,0,month-to-month,dsl,0,resolved
C01510,56,27,61.41,1665.11,0,one-year,none,0,resolved
C01511,60,7,45.1,318.71,1,one-year,dsl,0,resolved
C01512,59,8,71.21,608.58,0,one-year,dsl,1,cancelled
C01513,18,9,89.76,858.42,2,month-to-month,dsl,0,no_contact
C01514,46,3,72.19,215.84,0,month-to-month,dsl,1,cancelled
C01515,34,16,57.34,849.43,1,month-to-month,dsl,1,escalated
C01516,20,31,100.74,3140.3,3,month-to-month,dsl,0,resolved
C01517,34,8,44.1,417.39,1,one-year,dsl,0,resolved
C01518,47,7,47.12,286.52,0,one-year,fiber,0,no_contact
C01519,52,27,90.57,2427.26,3,month-to-month,fiber,1,cancelled
C01520,43,6,57.83,370.74,1,month-to-month,fiber,0,resolved
C01521,40,17,84.76,1473.71,0,one-year,fiber,0,resolved
C01522,56,21,,1253.49,0,month-to-month,none,1,escalated
C01523,44,51,91.07,4705.83,2,month-to-month,fiber,0,no_contact
C01524,51,38,62.29,2301.32,2,month-to-month,fiber,0,resolved
C01525,45,3,76.59,243.64,1,month-to-month,fiber,1,cancelled
C01526,32,9,93.07,824.4,2,month-to-month,dsl,1,cancelled
C01527,46,7,18.0,119.75,2,month-to-month,dsl,1,cancelled
C01528,70,16,,1482.84,0,one-year,dsl,0,resolved
C01529,50,45,94.65,4248.95,1,month-to-month,dsl,0,no_contact
C01530,43,17,80.21,1373.45,0,,none,1,cancelled
C01531,54,46,54.87,2568.58,2,month-to-month,fiber,0,resolved
C01532,42,15,31.29,462.92,1,month-to-month,fiber,0,resolved
C01533,45,34,88.1,3010.57,0,month-to-month,dsl,0,resolved
C01534,37,27,96.14,2609.09,1,one-year,fiber,0,resolved
C01535,29,14,103.61,1447.48,0,,dsl,1,cancelled
C01536,39,72,58.07,4219.42,2,two-year,satellite,0,resolved
