house_id,area_sqft,bedrooms,quality_score,age_years,neighbourhood,has_garage,price
H00556,2999,4,5.0,8.0,suburb,0,530600
H00557,801,1,3.0,39.0,central,1,162300
H00558,3111,5,,55.0,riverside,0,322300
H00559,1439,3,8.0,20.0,central,0,303800
H00560,3739,6,4.0,17.0,riverside,1,688000
H00561,1892,4,10.0,24.0,central,1,551300
H00562,2258,6,10.0,47.0,suburb,1,602400
H00563,2470,4,9.0,9.0,suburb,1,623900
H00564,1149,2,6.0,31.0,suburb,1,144600
H00565,2142,4,8.0,18.0,central,0,748600
H00566,1023,2,8.0,8.0,central,1,349300
H00567,1173,2,6.0,17.0,suburb,0,195100
H00568,1584,2,6.0,45.0,riverside,1,328300
H00569,1383,3,8.0,10.0,riverside,1,623600
H00570,2244,3,7.0,32.0,central,0,310100
H00571,1276,3,2.0,16.0,central,0,134700
H00572,1305,2,8.0,27.0,suburb,1,257600
H00573,2322,4,10.0,23.0,riverside,1,1155400
H00574,2188,3,3.0,42.0,central,0,201700
H00575,2342,2,10.0,7.0,industrial,0,477700
H00576,1677,3,10.0,12.0,suburb,1,629700
H00577,2699,5,2.0,63.0,industrial,1,144300
H00578,2468,4,,36.0,suburb,1,449500
H00579,1978,3,5.0,13.0,suburb,1,222600
H00580,2989,4,10.0,21.0,industrial,1,736700
H00581,2927,5,1.0,5.0,riverside,1,479500
H00582,1653,4,2.0,24.0,industrial,0,186800
H00583,1763,3,6.0,16.0,suburb,0,321700
H00584,1536,3,8.0,33.0,central,1,371500
H00585,1357,2,5.0,31.0,riverside,1,376300
H00586,1572,2,6.0,19.0,suburb,0,241400
H00587,1939,2,1.0,55.0,industrial,1,123700
H00588,1251,3,,58.0,suburb,1,202000
H00589,1228,2,4.0,42.0,suburb,1,171000
H00590,916,3,8.0,16.0,suburb,0,211700
H00591,973,1,4.0,28.0,suburb,0,165300
H00592,1279,3,2.0,60.0,riverside,1,133700
H00593,1554,2,2.0,15.0,suburb,1,112400
H00594,3010,6,7.0,49.0,riverside,1,735400
H00595,2022,5,10.0,15.0,suburb,1,519700
H00596,1594,2,10.0,28.0,suburb,1,483700
H00597,882,1,4.0,4.0,suburb,1,184200
H00598,1583,3,6.0,27.0,suburb,1,255000
H00599,2292,4,8.0,19.0,riverside,0,749000
H00600,1803,2,2.0,26.0,central,0,216600
H00601,812,1,2.0,8.0,suburb,1,121500
H00602,1882,5,,20.0,central,0,140200
H00603,1199,3,1.0,35.0,riverside,1,171000
H00604,1200,2,7.0,39.0,suburb,1,241600
H00605,740,1,7.0,6.0,central,1,396300
H00606,2812,4,10.0,34.0,suburb,1,528400
H00607,2325,5,,10.0,suburb,1,802800
H00608,1387,3,2.0,23.0,suburb,1,160300
H00609,2357,3,5.0,12.0,central,1,543700
H00610,983,1,8.0,22.0,central,1,332400
H00611,2322,3,7.0,47.0,suburb,0,251400
H00612,1205,1,4.0,19.0,suburb,1,142900
H00613,1458,2,3.0,22.0,central,1,296300
H00614,1440,2,6.0,4.0,suburb,1,301300
H00615,2363,4,3.0,9.0,suburb,0,252700
H00616,1075,2,10.0,12.0,riverside,1,698700
H00617,2437,5,4.0,45.0,central,0,247700
H00618,2071,4,1.0,6.0,suburb,1,194100
H00619,2010,4,2.0,39.0,central,1,187300
H00620,915,1,4.0,13.0,suburb,0,188100
H00621,3024,5,6.0,13.0,central,0,519800
H00622,1272,1,3.0,7.0,riverside,1,217500
H00623,1412,2,,13.0,suburb,1,258100
H00624,1347,2,1.0,15.0,industrial,1,98600
H00625,1741,3,7.0,44.0,suburb,0,187700
H00626,830,1,3.0,30.0,suburb,0,96600
H00627,2152,3,7.0,26.0,riverside,1,324200
H00628,1268,2,,21.0,suburb,1,207100
H00629,1969,3,10.0,37.0,suburb,1,661500
H00630,2447,4,5.0,12.0,central,1,398300
H00631,1725,3,6.0,21.0,industrial,1,309000
H00632,1682,3,8.0,30.0,suburb,0,366800
H00633,1485,2,10.0,39.0,suburb,1,433800
H00634,1358,2,3.0,9.0,riverside,1,198600
H00635,1770,1,1.0,14.0,industrial,0,176900
H00636,1959,1,9.0,11.0,suburb,1,416900
H00637,3387,5,6.0,45.0,riverside,1,664200
H00638,1801,3,5.0,32.0,suburb,1,208000
H00639,1790,3,3.0,17.0,suburb,0,150900
H00640,1970,3,,27.0,riverside,1,298200
H00641,1136,2,6.0,13.0,central,1,249100
H00642,1165,1,8.0,9.0,central,0,320200
H00643,1443,3,6.0,32.0,suburb,1,288100
H00644,1430,2,5.0,33.0,suburb,1,223500
H00645,1490,3,5.0,69.0,central,1,217300
H00646,1044,1,4.0,42.0,suburb,0,147100
H00647,1716,2,9.0,79.0,suburb,1,284200
H00648,1163,2,8.0,20.0,central,1,308400
H00649,1875,3,10.0,34.0,industrial,0,290100
H00650,1435,2,,58.0,suburb,0,120400
H00651,1760,3,5.0,4.0,riverside,0,369900
H00652,1666,2,8.0,6.0,central,1,404100
H00653,773,1,2.0,120.0,central,0,75800
H00654,1443,3,7.0,11.0,riverside,1,542500
H00655,1041,2,4.0,,central,1,152200
H00656,3462,6,,21.0,riverside,0,495600
H00657,774,1,,6.0,suburb,0,151000
H00658,2735,5,10.0,28.0,suburb,0,698700
H00659,638,1,1.0,28.0,suburb,1,76100
H00660,3443,5,5.0,10.0,riverside,1,588100
H00661,1893,4,10.0,11.0,central,0,483100
H00662,1524,1,10.0,13.0,central,0,793900
H00663,1191,3,5.0,23.0,central,0,377100
H00664,1359,2,8.0,7.0,suburb,1,329500
H00665,938,2,7.0,7.0,suburb,1,296300
H00666,2507,3,9.0,29.0,central,1,685100
H00667,1338,2,4.0,14.0,central,0,272600
H00668,1837,3,5.0,18.0,central,1,225900
H00669,1517,2,7.0,14.0,industrial,0,386600
H00670,1951,2,3.0,6.0,suburb,1,205000
H00671,2475,3,3.0,49.0,suburb,1,229000
H00672,1445,3,3.0,16.0,suburb,0,123300
H00673,926,2,1.0,,suburb,1,81700
H00674,1237,3,6.0,15.0,suburb,0,218600
H00675,918,1,1.0,31.0,suburb,0,76500
H00676,11954,3,4.0,24.0,riverside,1,1076630
H00677,1761,2,2.0,8.0,central,0,259600
H00678,1630,3,9.0,49.0,central,0,257200
H00679,3011,7,1.0,48.0,riverside,1,475700
H00680,2547,4,,39.0,suburb,0,136800
H00681,2083,3,3.0,24.0,riverside,1,281000
H00682,1148,3,4.0,26.0,central,1,238100
H00683,1922,4,7.0,45.0,riverside,0,564600
H00684,1728,3,6.0,45.0,industrial,1,184500
H00685,2183,3,8.0,69.0,suburb,1,280500
H00686,1867,3,,29.0,industrial,1,160900
H00687,3639,6,1.0,,central,1,442700
H00688,2181,3,10.0,29.0,suburb,1,685100
H00689,2298,4,3.0,24.0,suburb,1,253800
H00690,3136,6,4.0,20.0,suburb,1,388200
H00691,807,1,6.0,33.0,central,0,221100
H00692,1360,2,9.0,27.0,riverside,1,468700
H00693,1042,2,5.0,9.0,suburb,1,192500
H00694,1168,3,4.0,44.0,suburb,1,137100
H00695,1384,3,8.0,25.0,central,1,386700
H00696,2068,3,3.0,33.0,industrial,1,258600
H00697,2451,4,6.0,3.0,riverside,0,590100
H00698,1985,3,,17.0,suburb,1,174200
H00699,3829,7,6.0,21.0,suburb,0,795100
H00700,1089,1,7.0,35.0,suburb,0,254300
H00701,1336,2,8.0,21.0,suburb,1,273500
H00702,1749,3,2.0,21.0,central,1,216500
H00703,1133,1,2.0,23.0,central,1,163400
H00704,1232,2,2.0,7.0,central,1,272000
H00705,3177,5,6.0,16.0,suburb,0,515100
H00706,1309,2,6.0,25.0,central,0,386600
H00707,1438,3,,28.0,suburb,1,475900
H00708,1011,2,8.0,19.0,industrial,1,270500
H00709,1106,3,7.0,7.0,central,1,309400
H00710,1222,1,8.0,19.0,suburb,1,380600
H00711,729,2,6.0,20.0,suburb,0,175300
H00712,1679,2,2.0,18.0,suburb,0,147100
H00713,3323,4,10.0,32.0,suburb,1,1071200
H00714,1382,1,3.0,30.0,suburb,1,179600
H00715,1111,2,1.0,12.0,suburb,1,90300
H00716,1732,3,,24.0,central,1,518100
H00717,1026,2,5.0,4.0,industrial,0,213800
H00718,947,2,4.0,30.0,suburb,0,146400
H00719,851,1,7.0,33.0,industrial,0,205400
H00720,1677,2,3.0,26.0,riverside,1,263200
H00721,2365,4,6.0,16.0,suburb,1,552200
H00722,1511,2,3.0,14.0,riverside,0,208700
H00723,939,2,5.0,15.0,industrial,1,112300
H00724,1224,3,4.0,16.0,suburb,1,138500
H00725,1509,3,5.0,32.0,suburb,1,188400
H00726,2796,4,8.0,13.0,suburb,1,532100
H00727,2497,3,5.0,21.0,suburb,1,350400
H00728,2700,4,4.0,8.0,central,1,401200
H00729,2377,4,9.0,25.0,central,1,656900
H00730,1328,1,6.0,69.0,central,1,212600
H00731,2134,4,9.0,,suburb,0,565000
H00732,1937,2,9.0,14.0,industrial,0,728200
H00733,1835,3,1.0,35.0,suburb,0,166700
H00734,1145,2,1.0,27.0,suburb,1,135100
H00735,2361,4,7.0,19.0,suburb,0,315600
H00736,2623,4,8.0,32.0,riverside,0,537500
H00737,2488,3,3.0,10.0,central,0,243600
H00738,2809,4,3.0,33.0,riverside,1,470000
H00739,634,1,6.0,50.0,suburb,1,151900
H00740,1419,3,3.0,13.0,suburb,1,196300
H00741,1698,3,4.0,44.0,suburb,1,260600
H00742,1488,3,10.0,43.0,central,1,471100
H00743,1665,4,3.0,36.0,central,1,216400
H00744,2551,4,9.0,40.0,industrial,0,440500
H00745,1517,3,10.0,3.0,suburb,1,387100
H00746,1323,2,10.0,15.0,suburb,1,432900
H00747,2588,4,7.0,33.0,riverside,0,728800
H00748,1438,2,2.0,39.0,central,1,166300
H00749,2305,4,2.0,37.0,central,0,235400
H00750,2094,2,1.0,19.0,central,0,180000
H00751,1818,3,6.0,37.0,suburb,0,235700
H00752,962,1,1.0,14.0,riverside,1,168000
H00753,1433,3,9.0,32.0,central,1,369700
H00754,2330,5,5.0,3.0,industrial,1,227500
H00755,2607,4,8.0,5.0,central,1,471700
H00756,2852,3,6.0,5.0,central,1,514800
H00757,1685,3,,12.0,suburb,1,126900
H00758,3533,5,6.0,34.0,suburb,0,654200
H00759,1794,3,10.0,8.0,riverside,0,649000
H00760,1338,2,4.0,30.0,suburb,0,207600
H00761,2558,4,3.0,4.0,central,0,313800
H00762,1136,2,1.0,42.0,suburb,1,110100
H00763,1833,4,5.0,18.0,suburb,0,198700
H00764,2482,3,4.0,8.0,riverside,0,544100
H00765,1514,2,6.0,19.0,industrial,0,209400
H00766,1718,2,1.0,70.0,suburb,1,101300
H00767,2385,5,5.0,33.0,central,1,353500
H00768,956,2,9.0,,riverside,1,466600
H00769,2892,5,4.0,14.0,central,1,356400
H00770,2177,4,7.0,14.0,suburb,0,248500
H00771,1015,2,8.0,35.0,suburb,1,254000
H00772,1331,3,2.0,37.0,suburb,1,119000
H00773,2263,3,5.0,20.0,suburb,0,248500
H00774,1613,2,4.0,19.0,riverside,1,238600
H00775,1015,1,9.0,24.0,suburb,0,299100
H00776,2359,4,,3.0,suburb,1,238800
H00777,1484,2,10.0,9.0,central,0,544200
H00778,1781,3,3.0,13.0,central,0,227500
H00779,747,1,5.0,24.0,suburb,1,128200
H00780,2975,6,3.0,32.0,suburb,1,317500
H00781,1624,2,10.0,23.0,central,1,573900
H00782,897,2,4.0,11.0,suburb,1,150300
H00783,918,1,3.0,23.0,suburb,0,156000
H00784,1308,2,8.0,39.0,suburb,1,301500
H00785,2381,4,8.0,8.0,industrial,0,435100
H00786,2469,4,6.0,28.0,industrial,1,230100
H00787,913,2,3.0,18.0,central,0,133700
H00788,1128,2,4.0,39.0,suburb,0,117900
H00789,2029,4,10.0,11.0,central,1,715000
H00790,1651,3,10.0,42.0,central,0,470700
H00791,1766,2,6.0,5.0,central,0,470800
H00792,2567,5,5.0,5.0,riverside,1,402800
H00793,1599,3,7.0,25.0,suburb,1,274400
H00794,1451,3,6.0,19.0,suburb,1,234300
H00795,1579,2,2.0,5.0,central,1,197000
H00796,1814,3,10.0,29.0,industrial,1,306400
H00797,2772,6,3.0,34.0,central,0,375200
H00798,1289,2,8.0,7.0,central,1,328800
H00799,1897,5,2.0,11.0,suburb,1,146700
H00800,1491,2,4.0,11.0,suburb,1,189100
H00801,2032,4,2.0,25.0,suburb,1,121000
H00802,2368,5,1.0,,suburb,1,240700
H00803,2935,5,5.0,9.0,central,1,701300
H00804,846,2,9.0,14.0,suburb,1,272700
H00805,1749,3,,25.0,suburb,1,165200
H00806,2602,3,10.0,33.0,riverside,1,809400
H00807,1027,1,4.0,35.0,suburb,1,133700
H00808,1656,2,6.0,21.0,industrial,1,292700
H00809,1329,2,3.0,60.0,suburb,0,118700
H00810,2039,3,1.0,77.0,riverside,1,184800
H00811,2237,4,6.0,19.0,suburb,0,464100
H00812,1163,2,8.0,11.0,central,1,381600
H00813,1230,1,7.0,28.0,suburb,0,279400
H00814,979,2,9.0,,suburb,1,206200
H00815,1340,2,9.0,41.0,central,1,392100
H00816,1687,2,6.0,8.0,suburb,0,251400
H00817,2328,3,4.0,46.0,suburb,0,199300
H00818,1636,2,3.0,29.0,suburb,1,137700
H00819,1286,1,10.0,7.0,riverside,1,987200
H00820,1630,3,6.0,4.0,suburb,1,277400
H00821,1251,2,6.0,21.0,riverside,1,254000
H00822,1019,1,4.0,33.0,central,0,138300
H00823,2611,4,10.0,12.0,central,1,931400
H00824,1114,3,4.0,6.0,riverside,0,201100
H00825,1020,2,2.0,38.0,riverside,1,174900
H00826,1425,3,10.0,10.0,central,0,758400
H00827,1203,2,6.0,18.0,industrial,0,168900
H00828,2807,4,7.0,29.0,suburb,1,657400
H00829,1591,3,9.0,14.0,central,0,316300
H00830,2328,4,8.0,30.0,suburb,1,583500
H00831,1125,1,8.0,35.0,suburb,1,339500
H00832,1772,2,7.0,37.0,central,1,331300
H00833,2702,4,3.0,5.0,central,1,388200
H00834,1339,1,6.0,15.0,suburb,0,360700
H00835,2248,4,3.0,72.0,suburb,1,157600
H00836,1562,1,9.0,11.0,suburb,0,473900
H00837,2004,4,3.0,25.0,suburb,1,143100
H00838,1510,3,6.0,43.0,suburb,0,266700
H00839,1436,2,8.0,19.0,suburb,1,380100
H00840,1436,4,5.0,3.0,central,1,297200
H00841,1368,3,6.0,20.0,riverside,0,308800
H00842,743,1,1.0,5.0,industrial,1,85100
H00843,1120,1,6.0,47.0,riverside,1,223100
H00844,1819,2,,59.0,suburb,1,250700
H00845,1350,3,8.0,28.0,suburb,1,242700
H00846,2504,5,3.0,27.0,central,1,396700
H00847,2216,3,10.0,29.0,suburb,0,459700
H00848,2160,4,8.0,38.0,riverside,0,474600
H00849,633,2,7.0,62.0,suburb,1,130100
H00850,1753,4,5.0,20.0,suburb,0,315800
H00851,2637,4,6.0,14.0,suburb,1,447700
H00852,1551,3,8.0,,central,1,558300
H00853,1245,2,4.0,17.0,industrial,1,144300
H00854,3025,5,9.0,18.0,industrial,0,642700
H00855,789,1,6.0,21.0,central,0,212400
H00856,2602,4,6.0,8.0,central,0,327700
H00857,1678,3,4.0,14.0,suburb,1,199500
H00858,1581,3,5.0,17.0,suburb,1,190600
H00859,2523,3,2.0,10.0,suburb,0,193700
H00860,925,1,4.0,10.0,industrial,1,102200
H00861,2231,3,6.0,8.0,suburb,1,339000
H00862,1440,3,9.0,27.0,riverside,1,367700
H00863,1111,2,7.0,28.0,suburb,0,234700
H00864,1852,2,4.0,24.0,central,1,221600
H00865,1067,2,6.0,1.0,central,1,351500
H00866,1052,1,5.0,54.0,central,0,250600
H00867,1819,2,5.0,,suburb,1,222700
H00868,1449,3,8.0,,suburb,0,302000
H00869,1809,2,3.0,8.0,suburb,0,210900
H00870,1361,3,2.0,49.0,industrial,0,78000
H00871,1342,2,8.0,19.0,suburb,0,269200
H00872,1515,3,8.0,19.0,industrial,1,239400
H00873,1532,2,4.0,11.0,industrial,1,128700
H00874,1457,3,5.0,17.0,suburb,1,186000
H00875,848,1,7.0,16.0,central,1,328400
H00876,1245,2,,23.0,riverside,1,570400
H00877,1162,1,2.0,,suburb,1,168400
H00878,2001,3,1.0,19.0,suburb,1,205800
H00879,1522,3,4.0,34.0,industrial,1,93600
H00880,2801,6,10.0,21.0,central,0,971300
H00881,986,1,9.0,34.0,central,1,287700
H00882,1275,1,1.0,4.0,central,1,138400
H00883,1340,2,4.0,44.0,suburb,1,184100
H00884,1787,2,7.0,20.0,central,0,367100
H00885,2000,2,10.0,14.0,suburb,1,519300
H00886,1525,1,1.0,3.0,suburb,1,161700
H00887,2053,2,9.0,9.0,industrial,1,408600
H00888,1165,2,9.0,52.0,suburb,1,362600
H00889,1031,1,2.0,66.0,suburb,0,99200
H00890,1650,2,5.0,7.0,suburb,1,212700
H00891,1114,2,,32.0,suburb,0,229900
H00892,1596,2,4.0,13.0,central,1,267800
H00893,3999,6,5.0,38.0,riverside,1,822700
H00894,1491,3,9.0,18.0,suburb,0,440500
H00895,2228,3,7.0,9.0,central,1,779400
H00896,1337,2,9.0,56.0,central,0,361600
H00897,2853,6,10.0,10.0,industrial,0,609100
H00898,1487,3,7.0,34.0,suburb,1,269800
H00899,1872,3,8.0,17.0,suburb,1,430400
H00900,1083,1,1.0,16.0,suburb,0,101300
H00901,1384,3,10.0,42.0,suburb,1,355200
H00902,2298,3,5.0,18.0,suburb,1,267400
H00903,1315,1,2.0,40.0,suburb,1,116100
H00904,2345,3,8.0,,riverside,1,670000
H00905,2228,4,1.0,5.0,suburb,1,277600
H00906,1105,2,1.0,11.0,suburb,0,107600
H00907,1943,3,9.0,24.0,central,0,580500
H00908,1913,2,4.0,32.0,central,1,210000
H00909,827,2,2.0,35.0,riverside,1,120500
H00910,1062,2,9.0,37.0,central,1,335800
H00911,2087,3,8.0,18.0,suburb,1,531100
H00912,1254,1,2.0,,central,0,222900
H00913,3045,4,3.0,13.0,central,1,348600
H00914,2241,4,10.0,11.0,riverside,1,858300
H00915,1514,2,10.0,38.0,riverside,0,564300
H00916,1483,1,7.0,12.0,riverside,1,710200
H00917,836,2,3.0,16.0,central,1,136800
H00918,15565,4,,28.0,central,0,1276270
H00919,1524,3,3.0,4.0,suburb,0,193800
H00920,1283,2,6.0,16.0,suburb,1,263700
H00921,385,1,4.0,6.0,central,1,162500
H00922,2879,5,3.0,30.0,riverside,0,474600
H00923,881,1,2.0,,suburb,0,134200
H00924,1506,3,,29.0,central,0,424800
H00925,1136,2,7.0,9.0,central,0,442400
H00926,2324,4,6.0,14.0,suburb,0,446600
H00927,1977,3,10.0,32.0,industrial,1,481700
H00928,1663,2,2.0,5.0,suburb,0,179700
H00929,1870,3,,45.0,central,1,213800
H00930,988,2,2.0,51.0,suburb,1,89700
H00931,1703,2,10.0,28.0,industrial,0,289600
H00932,1698,2,4.0,17.0,suburb,0,200300
H00933,1837,2,1.0,15.0,central,1,181300
H00934,1739,2,8.0,75.0,suburb,1,265500
H00935,1141,1,7.0,37.0,central,1,345800
H00936,1198,1,3.0,14.0,riverside,1,180400
H00937,1853,2,4.0,23.0,suburb,1,225800
H00938,1869,3,2.0,30.0,suburb,1,175200
H00939,2290,3,6.0,12.0,suburb,1,338800
H00940,795,2,9.0,45.0,suburb,0,240300
H00941,2105,6,3.0,,industrial,1,177800
H00942,1284,2,2.0,9.0,riverside,0,207200
H00943,1369,3,7.0,12.0,riverside,1,584700
H00944,3158,5,3.0,23.0,suburb,1,437400
H00945,2421,4,,23.0,suburb,1,594500
H00946,1876,2,10.0,25.0,riverside,1,679500
H00947,2004,3,3.0,18.0,suburb,0,205900
H00948,2752,6,,55.0,riverside,0,509500
H00949,1427,3,3.0,73.0,suburb,0,109100
H00950,1221,2,7.0,16.0,suburb,1,211500
H00951,1707,2,8.0,21.0,suburb,1,393600
H00952,941,2,4.0,48.0,suburb,1,134400
H00953,2260,3,10.0,17.0,central,0,568500
H00954,1377,2,4.0,20.0,riverside,1,212900
H00955,1464,2,9.0,32.0,industrial,1,230700
H00956,983,2,3.0,28.0,central,1,95600
H00957,1065,1,2.0,9.0,central,0,166700
H00958,1803,3,,20.0,central,1,317100
H00959,2796,4,4.0,38.0,industrial,1,337500
H00960,755,1,3.0,7.0,riverside,1,164900
H00961,1188,3,9.0,18.0,suburb,1,449200
H00962,970,2,9.0,21.0,riverside,1,474000
H00963,2313,5,6.0,50.0,suburb,1,337800
H00964,3106,5,3.0,11.0,suburb,1,334400
H00965,2639,4,10.0,34.0,central,1,670800
H00966,1919,2,9.0,59.0,suburb,1,320700
H00967,1544,3,10.0,3.0,riverside,1,768000
H00968,968,2,5.0,5.0,central,1,177400
H00969,1473,2,2.0,25.0,central,1,99900
H00970,1725,4,9.0,25.0,suburb,1,339700
H00971,1289,1,1.0,18.0,suburb,1,95900
H00972,2444,5,4.0,14.0,central,0,278600
H00973,1598,4,2.0,45.0,suburb,0,186100
H00974,1475,3,6.0,70.0,industrial,1,189600
H00975,2362,4,9.0,62.0,suburb,1,378500
H00976,1035,1,3.0,15.0,suburb,1,142700
H00977,1462,3,10.0,16.0,suburb,1,483700
H00978,1705,3,9.0,20.0,suburb,1,395200
H00979,883,2,,12.0,riverside,1,394900
H00980,1669,3,4.0,18.0,riverside,1,292200
H00981,3215,5,10.0,10.0,central,0,1556800
H00982,2164,3,6.0,24.0,central,1,482600
H00983,1297,2,3.0,9.0,central,1,265000
H00984,1297,3,10.0,25.0,central,0,429600
H00985,1959,3,2.0,19.0,suburb,1,159400
H00986,764,2,3.0,14.0,riverside,0,218200
H00987,1098,2,8.0,38.0,central,1,221100
H00988,2373,3,7.0,6.0,central,1,573400
H00989,1548,3,7.0,21.0,suburb,1,244800
H00990,1104,1,4.0,75.0,riverside,1,148000
H00991,2847,5,2.0,92.0,suburb,1,201500
H00992,1134,3,9.0,34.0,suburb,0,233300
H00993,1369,2,,29.0,central,0,431600
H00994,1456,2,7.0,10.0,riverside,0,415000
H00995,1465,3,9.0,16.0,riverside,1,530400
H00996,2801,3,10.0,15.0,industrial,1,777000
H00997,2491,3,7.0,17.0,industrial,0,482200
H00998,1593,3,4.0,6.0,industrial,0,169300
H00999,790,1,4.0,29.0,suburb,0,134200
H01000,1915,3,1.0,19.0,suburb,0,140300
H01001,1980,2,7.0,20.0,central,0,552300
H01002,1797,2,7.0,11.0,industrial,1,281000
H01003,1626,3,7.0,7.0,industrial,1,226000
H01004,1360,3,8.0,8.0,suburb,0,284800
H01005,1926,3,2.0,14.0,suburb,0,213500
H01006,1403,2,5.0,11.0,industrial,0,186800
H01007,1674,4,2.0,28.0,riverside,0,233800
H01008,3069,5,,40.0,suburb,1,416000
H01009,1802,3,5.0,13.0,riverside,1,382700
H01010,1826,2,10.0,16.0,riverside,1,771300
H01011,1120,2,2.0,23.0,central,0,152000
H01012,1420,2,5.0,24.0,central,0,252200
H01013,1587,3,10.0,33.0,industrial,0,364500
H01014,1084,2,4.0,12.0,suburb,0,191300
H01015,1356,2,4.0,26.0,suburb,0,143300
H01016,1765,4,9.0,14.0,suburb,0,427300
H01017,1682,3,3.0,11.0,riverside,1,243700
H01018,1243,3,2.0,20.0,suburb,1,205900
H01019,797,2,8.0,9.0,suburb,0,333300
H01020,1036,1,2.0,28.0,riverside,1,147700
H01021,1171,2,5.0,17.0,central,1,184900
H01022,823,1,4.0,10.0,suburb,0,209600
H01023,2066,4,6.0,41.0,central,0,374800
H01024,1211,2,8.0,33.0,suburb,0,318900
H01025,1259,2,3.0,32.0,central,0,206200
H01026,2052,3,6.0,26.0,central,1,344900
H01027,1874,2,4.0,49.0,suburb,1,223900
H01028,1274,1,2.0,10.0,industrial,0,119600
H01029,1761,4,6.0,7.0,suburb,1,325700
H01030,1904,3,2.0,30.0,central,0,186500
H01031,1203,1,3.0,19.0,riverside,0,230600
H01032,1111,2,1.0,21.0,central,1,133600
H01033,1199,2,6.0,5.0,suburb,1,181500
H01034,1443,3,3.0,44.0,central,0,150900
H01035,1723,2,6.0,22.0,central,1,372200
H01036,765,1,2.0,11.0,riverside,0,139200
H01037,2067,4,3.0,29.0,central,1,232900
H01038,1254,3,2.0,32.0,industrial,0,136700
H01039,1322,1,9.0,20.0,central,1,458600
H01040,2578,4,5.0,32.0,suburb,1,243700
H01041,3162,5,7.0,23.0,suburb,0,575000
H01042,803,1,4.0,34.0,suburb,1,147300
H01043,689,1,6.0,41.0,riverside,1,178700
H01044,2525,5,10.0,17.0,suburb,0,1078700
H01045,2310,3,3.0,7.0,suburb,1,230700
H01046,1300,3,5.0,9.0,riverside,0,348600
H01047,3292,4,8.0,15.0,suburb,1,762100
H01048,1555,3,4.0,50.0,central,1,194000
H01049,762,1,3.0,12.0,suburb,1,96300
H01050,1462,3,8.0,,industrial,1,217000
H01051,2242,4,8.0,45.0,central,0,695200
H01052,3044,5,2.0,35.0,riverside,1,244200
H01053,1118,2,3.0,28.0,suburb,1,159600
H01054,1526,3,8.0,25.0,suburb,0,336400
H01055,1509,2,8.0,16.0,riverside,0,561700
H01056,783,2,4.0,69.0,riverside,1,127500
H01057,3980,6,7.0,27.0,riverside,1,988200
H01058,1514,3,7.0,15.0,riverside,0,399400
H01059,1243,1,1.0,,industrial,1,89000
H01060,2696,5,6.0,12.0,riverside,0,568100
H01061,970,2,10.0,57.0,suburb,1,313600
H01062,1188,2,3.0,17.0,riverside,1,192000
H01063,2043,3,10.0,24.0,industrial,1,405400
H01064,2482,4,2.0,19.0,suburb,1,186200
H01065,811,2,6.0,9.0,industrial,1,157300
H01066,1326,3,7.0,15.0,riverside,1,430800
H01067,2156,4,5.0,7.0,suburb,1,318000
H01068,1135,2,3.0,9.0,riverside,1,284200
H01069,2873,6,,20.0,suburb,0,191400
H01070,1998,3,7.0,67.0,suburb,1,358800
H01071,2433,3,5.0,50.0,central,1,382500
H01072,789,1,8.0,26.0,central,0,288100
H01073,1813,4,6.0,1.0,suburb,1,314300
H01074,1904,5,,22.0,central,1,172000
H01075,1122,1,7.0,14.0,suburb,0,261500
H01076,1093,2,3.0,46.0,suburb,0,96000
H01077,1223,2,4.0,12.0,suburb,0,154000
H01078,1700,3,9.0,11.0,suburb,0,412400
H01079,779,2,1.0,35.0,suburb,0,59700
H01080,1737,4,,23.0,industrial,1,148800
H01081,1344,2,3.0,13.0,suburb,0,162000
H01082,1019,2,3.0,8.0,suburb,1,137600
H01083,2142,3,1.0,85.0,central,1,121600
H01084,1557,3,7.0,21.0,suburb,1,268900
H01085,977,1,2.0,19.0,central,1,143800
H01086,1106,2,2.0,29.0,suburb,1,123000
H01087,2208,4,3.0,7.0,central,1,288800
H01088,750,2,,27.0,industrial,1,134800
H01089,941,1,7.0,22.0,central,1,330400
H01090,1300,4,3.0,9.0,suburb,0,213700
H01091,1768,3,3.0,10.0,riverside,1,267200
H01092,1726,2,3.0,,central,1,246100
H01093,2047,2,5.0,22.0,central,1,392500
H01094,3437,5,6.0,40.0,suburb,1,644800
H01095,2316,4,3.0,18.0,industrial,0,230200
H01096,1781,2,1.0,31.0,central,0,187700
H01097,1194,1,6.0,37.0,suburb,1,223300
H01098,1624,2,4.0,2.0,central,0,332400
H01099,1574,4,1.0,42.0,central,1,147700
H01100,2487,4,1.0,20.0,suburb,0,179300
H01101,956,3,7.0,28.0,industrial,1,204300
H01102,1726,2,10.0,26.0,suburb,0,435400
H01103,1541,3,,25.0,suburb,1,125200
H01104,2224,4,5.0,2.0,riverside,1,519200
H01105,1651,3,,24.0,central,1,414000
H01106,1572,3,2.0,,central,0,206000
H01107,1310,2,10.0,28.0,suburb,1,572800
H01108,2412,3,4.0,37.0,suburb,1,296500
H01109,1253,2,2.0,30.0,central,1,132000
H01110,851,2,7.0,21.0,suburb,1,271300
H01111,1222,2,4.0,4.0,suburb,1,190900
H01112,2291,4,3.0,35.0,suburb,0,175700
